id	_struct_keywords.entry_id	_struct_keywords.pdbx_keywords	_struct_keywords.text
D_1001407944	D_1001407944	HYDROLASE	Diamond Light Source, I04-1, ASAP, A71 2A, enterovirus, protease, crystallographic fragment screening, PanDDA, PanDDa2, XChemExplorer, VIRAL PROTEIN, HYDROLASE
