id	_entity.pdbx_mutation
D_1001400001	?
D_1001400001	?
D_1001400002	?
D_1001400002	?
D_1001400003	?
D_1001400003	?
D_1001400004	?
D_1001400004	?
D_1001400005	?
D_1001400005	?
D_1001400006	?
D_1001400006	?
D_1001400007	?
D_1001400007	?
D_1001400008	?
D_1001400008	?
D_1001400009	?
D_1001400009	?
D_1001400010	?
D_1001400010	?
D_1001400011	?
D_1001400011	?
D_1001400012	?
D_1001400012	?
D_1001400013	?
D_1001400013	?
D_1001400014	?
D_1001400014	?
D_1001400015	?
D_1001400015	?
D_1001400016	?
D_1001400016	?
D_1001400017	?
D_1001400017	?
D_1001400018	?
D_1001400018	?
D_1001400019	?
D_1001400019	?
D_1001400020	?
D_1001400020	?
D_1001400021	?
D_1001400021	?
D_1001400022	?
D_1001400022	?
D_1001400023	?
D_1001400023	?
D_1001400024	?
D_1001400024	?
D_1001400025	?
D_1001400025	?
D_1001400026	?
D_1001400026	?
D_1001400027	?
D_1001400027	?
D_1001400028	?
D_1001400028	?
D_1001400029	?
D_1001400029	?
D_1001400030	?
D_1001400030	?
D_1001400031	?
D_1001400031	?
D_1001400032	?
D_1001400032	?
D_1001400033	?
D_1001400033	?
D_1001400034	?
D_1001400034	?
D_1001400035	?
D_1001400035	?
D_1001400036	?
D_1001400036	?
D_1001400037	?
D_1001400037	?
D_1001400038	?
D_1001400038	?
D_1001400039	?
D_1001400039	?
D_1001400040	?
D_1001400040	?
D_1001400041	?
D_1001400041	?
D_1001400042	?
D_1001400042	?
D_1001400043	?
D_1001400043	?
D_1001400044	?
D_1001400044	?
D_1001400045	?
D_1001400045	?
D_1001400046	?
D_1001400046	?
D_1001400047	?
D_1001400047	?
D_1001400048	?
D_1001400048	?
D_1001400049	?
D_1001400049	?
D_1001400050	?
D_1001400050	?
D_1001400051	?
D_1001400051	?
D_1001400052	?
D_1001400052	?
D_1001400053	?
D_1001400053	?
D_1001400054	?
D_1001400054	?
D_1001400055	?
D_1001400055	?
D_1001400056	?
D_1001400056	?
D_1001400057	?
D_1001400057	?
D_1001400058	?
D_1001400058	?
D_1001400059	?
D_1001400059	?
D_1001400060	?
D_1001400060	?
D_1001400061	?
D_1001400061	?
D_1001400062	?
D_1001400062	?
D_1001400063	?
D_1001400063	?
D_1001400064	?
D_1001400064	?
D_1001400065	?
D_1001400065	?
D_1001400066	?
D_1001400066	?
D_1001400067	?
D_1001400067	?
D_1001400068	?
D_1001400068	?
D_1001400069	?
D_1001400069	?
D_1001400070	?
D_1001400070	?
D_1001400071	?
D_1001400071	?
D_1001400072	?
D_1001400072	?
D_1001400073	?
D_1001400073	?
D_1001400074	?
D_1001400074	?
D_1001400075	?
D_1001400075	?
D_1001400076	?
D_1001400076	?
D_1001400077	?
D_1001400077	?
D_1001400078	?
D_1001400078	?
D_1001400079	?
D_1001400079	?
D_1001400080	?
D_1001400080	?
D_1001400081	?
D_1001400081	?
D_1001400082	?
D_1001400082	?
D_1001400083	?
D_1001400083	?
D_1001400084	?
D_1001400084	?
D_1001400085	?
D_1001400085	?
D_1001400086	?
D_1001400086	?
D_1001400087	?
D_1001400087	?
D_1001400088	?
D_1001400088	?
D_1001400089	?
D_1001400089	?
D_1001400090	?
D_1001400090	?
D_1001400091	?
D_1001400091	?
D_1001400092	?
