id	_exptl_crystal_grow.temp	_exptl_crystal_grow.method
D_1001400082	290	VAPOR DIFFUSION, SITTING DROP
D_1001400083	290	VAPOR DIFFUSION, SITTING DROP
D_1001400084	290	VAPOR DIFFUSION, SITTING DROP
D_1001400085	290	VAPOR DIFFUSION, SITTING DROP
D_1001400086	290	VAPOR DIFFUSION, SITTING DROP
D_1001400087	290	VAPOR DIFFUSION, SITTING DROP
D_1001400088	290	VAPOR DIFFUSION, SITTING DROP
D_1001400089	290	VAPOR DIFFUSION, SITTING DROP
D_1001400090	290	VAPOR DIFFUSION, SITTING DROP
D_1001400091	290	VAPOR DIFFUSION, SITTING DROP
D_1001400092	290	VAPOR DIFFUSION, SITTING DROP
D_1001400093	290	VAPOR DIFFUSION, SITTING DROP
D_1001400094	290	VAPOR DIFFUSION, SITTING DROP
D_1001400095	290	VAPOR DIFFUSION, SITTING DROP
D_1001400096	290	VAPOR DIFFUSION, SITTING DROP
D_1001400097	290	VAPOR DIFFUSION, SITTING DROP
D_1001400098	290	VAPOR DIFFUSION, SITTING DROP
D_1001400099	290	VAPOR DIFFUSION, SITTING DROP
D_1001400100	290	VAPOR DIFFUSION, SITTING DROP
D_1001400101	290	VAPOR DIFFUSION, SITTING DROP
D_1001400102	290	VAPOR DIFFUSION, SITTING DROP
D_1001400103	290	VAPOR DIFFUSION, SITTING DROP
D_1001400104	290	VAPOR DIFFUSION, SITTING DROP
D_1001400105	290	VAPOR DIFFUSION, SITTING DROP
D_1001400106	290	VAPOR DIFFUSION, SITTING DROP
D_1001400107	290	VAPOR DIFFUSION, SITTING DROP
D_1001400108	290	VAPOR DIFFUSION, SITTING DROP
D_1001400109	290	VAPOR DIFFUSION, SITTING DROP
D_1001400110	290	VAPOR DIFFUSION, SITTING DROP
D_1001400111	290	VAPOR DIFFUSION, SITTING DROP
D_1001400112	290	VAPOR DIFFUSION, SITTING DROP
D_1001400113	290	VAPOR DIFFUSION, SITTING DROP
D_1001400114	290	VAPOR DIFFUSION, SITTING DROP
D_1001400115	290	VAPOR DIFFUSION, SITTING DROP
D_1001400116	290	VAPOR DIFFUSION, SITTING DROP
D_1001400117	290	VAPOR DIFFUSION, SITTING DROP
D_1001400118	290	VAPOR DIFFUSION, SITTING DROP
D_1001400119	290	VAPOR DIFFUSION, SITTING DROP
D_1001400120	290	VAPOR DIFFUSION, SITTING DROP
D_1001400121	290	VAPOR DIFFUSION, SITTING DROP
D_1001400122	290	VAPOR DIFFUSION, SITTING DROP
D_1001400123	290	VAPOR DIFFUSION, SITTING DROP
D_1001400124	290	VAPOR DIFFUSION, SITTING DROP
D_1001400125	290	VAPOR DIFFUSION, SITTING DROP
D_1001400126	290	VAPOR DIFFUSION, SITTING DROP
D_1001400127	290	VAPOR DIFFUSION, SITTING DROP
D_1001400128	290	VAPOR DIFFUSION, SITTING DROP
D_1001400129	290	VAPOR DIFFUSION, SITTING DROP
D_1001400130	290	VAPOR DIFFUSION, SITTING DROP
D_1001400131	290	VAPOR DIFFUSION, SITTING DROP
D_1001400132	290	VAPOR DIFFUSION, SITTING DROP
D_1001400133	290	VAPOR DIFFUSION, SITTING DROP
D_1001400134	290	VAPOR DIFFUSION, SITTING DROP
D_1001400135	290	VAPOR DIFFUSION, SITTING DROP
D_1001400136	290	VAPOR DIFFUSION, SITTING DROP
D_1001400137	290	VAPOR DIFFUSION, SITTING DROP
D_1001400138	290	VAPOR DIFFUSION, SITTING DROP
D_1001400139	290	VAPOR DIFFUSION, SITTING DROP
D_1001400140	290	VAPOR DIFFUSION, SITTING DROP
D_1001400141	290	VAPOR DIFFUSION, SITTING DROP
D_1001400142	290	VAPOR DIFFUSION, SITTING DROP
D_1001400143	290	VAPOR DIFFUSION, SITTING DROP
D_1001400144	290	VAPOR DIFFUSION, SITTING DROP
D_1001400145	290	VAPOR DIFFUSION, SITTING DROP
D_1001400146	290	VAPOR DIFFUSION, SITTING DROP
D_1001400147	290	VAPOR DIFFUSION, SITTING DROP
D_1001400148	290	VAPOR DIFFUSION, SITTING DROP
D_1001400149	290	VAPOR DIFFUSION, SITTING DROP
D_1001400150	290	VAPOR DIFFUSION, SITTING DROP
D_1001400151	290	VAPOR DIFFUSION, SITTING DROP
D_1001400152	290	VAPOR DIFFUSION, SITTING DROP
D_1001400153	290	VAPOR DIFFUSION, SITTING DROP
D_1001400154	290	VAPOR DIFFUSION, SITTING DROP
D_1001400155	290	VAPOR DIFFUSION, SITTING DROP
D_1001400156	290	VAPOR DIFFUSION, SITTING DROP
D_1001400157	290	VAPOR DIFFUSION, SITTING DROP
D_1001400158	290	VAPOR DIFFUSION, SITTING DROP
D_1001400159	290	VAPOR DIFFUSION, SITTING DROP
D_1001400160	290	VAPOR DIFFUSION, SITTING DROP
D_1001400161	290	VAPOR DIFFUSION, SITTING DROP
D_1001400162	290	VAPOR DIFFUSION, SITTING DROP
D_1001400163	290	VAPOR DIFFUSION, SITTING DROP
D_1001400164	290	VAPOR DIFFUSION, SITTING DROP
D_1001400165	290	VAPOR DIFFUSION, SITTING DROP
D_1001400166	290	VAPOR DIFFUSION, SITTING DROP
D_1001400167	290	VAPOR DIFFUSION, SITTING DROP
D_1001400168	290	VAPOR DIFFUSION, SITTING DROP
D_1001400169	290	VAPOR DIFFUSION, SITTING DROP
D_1001400170	290	VAPOR DIFFUSION, SITTING DROP
D_1001400171	290	VAPOR DIFFUSION, SITTING DROP
D_1001400172	290	VAPOR DIFFUSION, SITTING DROP
D_1001400173	290	VAPOR DIFFUSION, SITTING DROP
D_1001400174	290	VAPOR DIFFUSION, SITTING DROP
D_1001400175	290	VAPOR DIFFUSION, SITTING DROP
D_1001400176	290	VAPOR DIFFUSION, SITTING DROP
D_1001400177	290	VAPOR DIFFUSION, SITTING DROP
D_1001400178	290	VAPOR DIFFUSION, SITTING DROP
D_1001400179	290	VAPOR DIFFUSION, SITTING DROP
D_1001400180	290	VAPOR DIFFUSION, SITTING DROP
D_1001400181	290	VAPOR DIFFUSION, SITTING DROP
D_1001400182	290	VAPOR DIFFUSION, SITTING DROP
D_1001400183	290	VAPOR DIFFUSION, SITTING DROP
D_1001400184	290	VAPOR DIFFUSION, SITTING DROP
D_1001400185	290	VAPOR DIFFUSION, SITTING DROP
D_1001400186	290	VAPOR DIFFUSION, SITTING DROP
D_1001400187	290	VAPOR DIFFUSION, SITTING DROP
D_1001400188	290	VAPOR DIFFUSION, SITTING DROP
D_1001400189	290	VAPOR DIFFUSION, SITTING DROP
D_1001400190	290	VAPOR DIFFUSION, SITTING DROP
D_1001400191	290	VAPOR DIFFUSION, SITTING DROP
D_1001400192	290	VAPOR DIFFUSION, SITTING DROP
D_1001400193	290	VAPOR DIFFUSION, SITTING DROP
D_1001400194	290	VAPOR DIFFUSION, SITTING DROP
D_1001400195	290	VAPOR DIFFUSION, SITTING DROP
D_1001400196	290	VAPOR DIFFUSION, SITTING DROP
D_1001400197	290	VAPOR DIFFUSION, SITTING DROP
D_1001400198	290	VAPOR DIFFUSION, SITTING DROP
D_1001400199	290	VAPOR DIFFUSION, SITTING DROP
D_1001400200	290	VAPOR DIFFUSION, SITTING DROP
D_1001400201	290	VAPOR DIFFUSION, SITTING DROP
D_1001400202	290	VAPOR DIFFUSION, SITTING DROP
D_1001400203	290	VAPOR DIFFUSION, SITTING DROP
D_1001400204	290	VAPOR DIFFUSION, SITTING DROP
D_1001400205	290	VAPOR DIFFUSION, SITTING DROP
D_1001400206	290	VAPOR DIFFUSION, SITTING DROP
D_1001400207	290	VAPOR DIFFUSION, SITTING DROP
D_1001400208	290	VAPOR DIFFUSION, SITTING DROP
D_1001400209	290	VAPOR DIFFUSION, SITTING DROP
D_1001400210	290	VAPOR DIFFUSION, SITTING DROP
D_1001400211	290	VAPOR DIFFUSION, SITTING DROP
D_1001400212	290	VAPOR DIFFUSION, SITTING DROP
D_1001400213	290	VAPOR DIFFUSION, SITTING DROP
D_1001400214	290	VAPOR DIFFUSION, SITTING DROP
D_1001400215	290	VAPOR DIFFUSION, SITTING DROP
D_1001400216	290	VAPOR DIFFUSION, SITTING DROP
D_1001400217	290	VAPOR DIFFUSION, SITTING DROP
D_1001400218	290	VAPOR DIFFUSION, SITTING DROP
D_1001400219	290	VAPOR DIFFUSION, SITTING DROP
D_1001400220	290	VAPOR DIFFUSION, SITTING DROP
D_1001400221	290	VAPOR DIFFUSION, SITTING DROP
D_1001400222	290	VAPOR DIFFUSION, SITTING DROP
D_1001400223	290	VAPOR DIFFUSION, SITTING DROP
D_1001400224	290	VAPOR DIFFUSION, SITTING DROP
D_1001400225	290	VAPOR DIFFUSION, SITTING DROP
D_1001400226	290	VAPOR DIFFUSION, SITTING DROP
D_1001400227	290	VAPOR DIFFUSION, SITTING DROP
D_1001400228	290	VAPOR DIFFUSION, SITTING DROP
D_1001400229	290	VAPOR DIFFUSION, SITTING DROP
D_1001400230	290	VAPOR DIFFUSION, SITTING DROP
D_1001400231	290	VAPOR DIFFUSION, SITTING DROP
D_1001400232	290	VAPOR DIFFUSION, SITTING DROP
D_1001400233	290	VAPOR DIFFUSION, SITTING DROP
D_1001400234	290	VAPOR DIFFUSION, SITTING DROP
D_1001400235	290	VAPOR DIFFUSION, SITTING DROP
D_1001400236	290	VAPOR DIFFUSION, SITTING DROP
D_1001400237	290	VAPOR DIFFUSION, SITTING DROP
D_1001400238	290	VAPOR DIFFUSION, SITTING DROP
D_1001400239	290	VAPOR DIFFUSION, SITTING DROP
D_1001400240	290	VAPOR DIFFUSION, SITTING DROP
D_1001400241	290	VAPOR DIFFUSION, SITTING DROP
D_1001400242	290	VAPOR DIFFUSION, SITTING DROP
D_1001400243	290	VAPOR DIFFUSION, SITTING DROP
D_1001400244	290	VAPOR DIFFUSION, SITTING DROP
D_1001400245	290	VAPOR DIFFUSION, SITTING DROP
D_1001400246	290	VAPOR DIFFUSION, SITTING DROP
D_1001400247	290	VAPOR DIFFUSION, SITTING DROP
D_1001400248	290	VAPOR DIFFUSION, SITTING DROP
D_1001400249	290	VAPOR DIFFUSION, SITTING DROP
D_1001400250	290	VAPOR DIFFUSION, SITTING DROP
D_1001400251	290	VAPOR DIFFUSION, SITTING DROP
D_1001400252	290	VAPOR DIFFUSION, SITTING DROP
D_1001400253	290	VAPOR DIFFUSION, SITTING DROP
D_1001400254	290	VAPOR DIFFUSION, SITTING DROP
D_1001400255	290	VAPOR DIFFUSION, SITTING DROP
D_1001400256	290	VAPOR DIFFUSION, SITTING DROP
D_1001400257	290	VAPOR DIFFUSION, SITTING DROP
D_1001400258	290	VAPOR DIFFUSION, SITTING DROP
D_1001400259	290	VAPOR DIFFUSION, SITTING DROP
D_1001400260	290	VAPOR DIFFUSION, SITTING DROP
D_1001400261	290	VAPOR DIFFUSION, SITTING DROP
D_1001400262	290	VAPOR DIFFUSION, SITTING DROP
D_1001400263	290	VAPOR DIFFUSION, SITTING DROP
D_1001400264	290	VAPOR DIFFUSION, SITTING DROP
D_1001400265	290	VAPOR DIFFUSION, SITTING DROP
D_1001400266	290	VAPOR DIFFUSION, SITTING DROP
D_1001400267	290	VAPOR DIFFUSION, SITTING DROP
D_1001400268	290	VAPOR DIFFUSION, SITTING DROP
D_1001400269	290	VAPOR DIFFUSION, SITTING DROP
D_1001400270	290	VAPOR DIFFUSION, SITTING DROP
D_1001400271	290	VAPOR DIFFUSION, SITTING DROP
D_1001400272	290	VAPOR DIFFUSION, SITTING DROP
D_1001400273	290	VAPOR DIFFUSION, SITTING DROP
D_1001400274	290	VAPOR DIFFUSION, SITTING DROP
D_1001400275	290	VAPOR DIFFUSION, SITTING DROP
D_1001400276	290	VAPOR DIFFUSION, SITTING DROP
D_1001400277	290	VAPOR DIFFUSION, SITTING DROP
D_1001400278	290	VAPOR DIFFUSION, SITTING DROP
D_1001400279	290	VAPOR DIFFUSION, SITTING DROP
D_1001400280	290	VAPOR DIFFUSION, SITTING DROP
D_1001400281	290	VAPOR DIFFUSION, SITTING DROP
D_1001400282	290	VAPOR DIFFUSION, SITTING DROP
D_1001400283	290	VAPOR DIFFUSION, SITTING DROP
D_1001400284	290	VAPOR DIFFUSION, SITTING DROP
D_1001400285	290	VAPOR DIFFUSION, SITTING DROP
D_1001400286	290	VAPOR DIFFUSION, SITTING DROP
D_1001400287	290	VAPOR DIFFUSION, SITTING DROP
D_1001400288	290	VAPOR DIFFUSION, SITTING DROP
D_1001400289	290	VAPOR DIFFUSION, SITTING DROP
D_1001400290	290	VAPOR DIFFUSION, SITTING DROP
D_1001400291	290	VAPOR DIFFUSION, SITTING DROP
D_1001400292	290	VAPOR DIFFUSION, SITTING DROP
D_1001400293	290	VAPOR DIFFUSION, SITTING DROP
D_1001400294	290	VAPOR DIFFUSION, SITTING DROP
D_1001400295	290	VAPOR DIFFUSION, SITTING DROP
D_1001400296	290	VAPOR DIFFUSION, SITTING DROP
D_1001400297	290	VAPOR DIFFUSION, SITTING DROP
D_1001400298	290	VAPOR DIFFUSION, SITTING DROP
D_1001400299	290	VAPOR DIFFUSION, SITTING DROP
D_1001400300	290	VAPOR DIFFUSION, SITTING DROP
D_1001400301	290	VAPOR DIFFUSION, SITTING DROP
D_1001400302	290	VAPOR DIFFUSION, SITTING DROP
D_1001400303	290	VAPOR DIFFUSION, SITTING DROP
D_1001400304	290	VAPOR DIFFUSION, SITTING DROP
D_1001400305	290	VAPOR DIFFUSION, SITTING DROP
D_1001400306	290	VAPOR DIFFUSION, SITTING DROP
D_1001400307	290	VAPOR DIFFUSION, SITTING DROP
D_1001400308	290	VAPOR DIFFUSION, SITTING DROP
D_1001400309	290	VAPOR DIFFUSION, SITTING DROP
D_1001400310	290	VAPOR DIFFUSION, SITTING DROP
D_1001400311	290	VAPOR DIFFUSION, SITTING DROP
D_1001400312	290	VAPOR DIFFUSION, SITTING DROP
D_1001400313	290	VAPOR DIFFUSION, SITTING DROP
D_1001400314	290	VAPOR DIFFUSION, SITTING DROP
D_1001400315	290	VAPOR DIFFUSION, SITTING DROP
D_1001400316	290	VAPOR DIFFUSION, SITTING DROP
D_1001400317	290	VAPOR DIFFUSION, SITTING DROP
D_1001400318	290	VAPOR DIFFUSION, SITTING DROP
D_1001400319	290	VAPOR DIFFUSION, SITTING DROP
D_1001400320	290	VAPOR DIFFUSION, SITTING DROP
D_1001400321	290	VAPOR DIFFUSION, SITTING DROP
D_1001400322	290	VAPOR DIFFUSION, SITTING DROP
D_1001400323	290	VAPOR DIFFUSION, SITTING DROP
D_1001400324	290	VAPOR DIFFUSION, SITTING DROP
D_1001400325	290	VAPOR DIFFUSION, SITTING DROP
D_1001400326	290	VAPOR DIFFUSION, SITTING DROP
D_1001400327	290	VAPOR DIFFUSION, SITTING DROP
D_1001400328	290	VAPOR DIFFUSION, SITTING DROP
D_1001400329	290	VAPOR DIFFUSION, SITTING DROP
D_1001400330	290	VAPOR DIFFUSION, SITTING DROP
D_1001400331	290	VAPOR DIFFUSION, SITTING DROP
D_1001400332	290	VAPOR DIFFUSION, SITTING DROP
D_1001400333	290	VAPOR DIFFUSION, SITTING DROP
D_1001400334	290	VAPOR DIFFUSION, SITTING DROP
D_1001400335	290	VAPOR DIFFUSION, SITTING DROP
D_1001400336	290	VAPOR DIFFUSION, SITTING DROP
D_1001400337	290	VAPOR DIFFUSION, SITTING DROP
D_1001400338	290	VAPOR DIFFUSION, SITTING DROP
D_1001400339	290	VAPOR DIFFUSION, SITTING DROP
D_1001400340	290	VAPOR DIFFUSION, SITTING DROP
D_1001400341	290	VAPOR DIFFUSION, SITTING DROP
D_1001400342	290	VAPOR DIFFUSION, SITTING DROP
D_1001400343	290	VAPOR DIFFUSION, SITTING DROP
D_1001400344	290	VAPOR DIFFUSION, SITTING DROP
D_1001400345	290	VAPOR DIFFUSION, SITTING DROP
D_1001400346	290	VAPOR DIFFUSION, SITTING DROP
D_1001400347	290	VAPOR DIFFUSION, SITTING DROP
D_1001400348	290	VAPOR DIFFUSION, SITTING DROP
D_1001400349	290	VAPOR DIFFUSION, SITTING DROP
D_1001400350	290	VAPOR DIFFUSION, SITTING DROP
D_1001400351	290	VAPOR DIFFUSION, SITTING DROP
D_1001400352	290	VAPOR DIFFUSION, SITTING DROP
D_1001400353	290	VAPOR DIFFUSION, SITTING DROP
D_1001400354	290	VAPOR DIFFUSION, SITTING DROP
D_1001400355	290	VAPOR DIFFUSION, SITTING DROP
D_1001400356	290	VAPOR DIFFUSION, SITTING DROP
D_1001400357	290	VAPOR DIFFUSION, SITTING DROP
D_1001400358	290	VAPOR DIFFUSION, SITTING DROP
D_1001400359	290	VAPOR DIFFUSION, SITTING DROP
D_1001400360	290	VAPOR DIFFUSION, SITTING DROP
D_1001400361	290	VAPOR DIFFUSION, SITTING DROP
D_1001400362	290	VAPOR DIFFUSION, SITTING DROP
D_1001400363	290	VAPOR DIFFUSION, SITTING DROP
D_1001400364	290	VAPOR DIFFUSION, SITTING DROP
